DNI,nombre_completo,promedio_ponderado,creditos_aprobados,facultad,anio_ingreso,condicion_socioeconomica
33388594,Loida Corral Reyes,11.35,165,Veterinaria,2022,Medio
17060296,Ulises Casals Cardona,11.56,107,Medicina,2018,Medio
73771959,Maricela Ayllón Coloma,18.85,109,Psicología,2020,Medio
59271768,Pancho Ripoll Monreal,15.33,33,Salud Pública,2023,Alto
53177941,Cristian Dionisio Casado Llanos,13.34,108,Veterinaria,2020,Bajo
32116680,Valerio Tovar Puig,16.63,55,Psicología,2018,Alto
76892863,Tristán Garriga Ballester,17.1,128,Ciencias,2019,Alto
63711098,Amor Colomer Somoza,15.75,145,Salud Pública,2022,Alto
37896354,Emelina Villanueva Sánchez,18.32,195,Veterinaria,2021,Bajo
55875558,Emma Lopez-Parejo,14.65,38,Ciencias,2023,Bajo
54679541,Seve Prat-Villalobos,11.8,152,Psicología,2023,Bajo
45548040,Jacinto Puente-Sanmartín,17.15,177,Veterinaria,2024,Bajo
46075497,Virginia Exposito Escobar,17.95,174,Psicología,2020,Alto
51701513,Macarena Villalobos Franch,18.0,27,Ciencias,2020,Medio
70355875,Rubén Torre Pérez,19.98,196,Ciencias,2023,Alto
77884676,Beatriz Sanmartín Lledó,14.48,146,Salud Pública,2024,Alto
35376374,Nicolás Edmundo Gual Gimenez,15.66,198,Medicina,2022,Bajo
61693907,Edelmira Piña Valls,18.56,38,Estomatología,2018,Medio
66760876,José Barrena Suárez,19.48,109,Psicología,2022,Medio
68202275,Consuelo Castelló,18.99,132,Salud Pública,2018,Bajo
64264334,Marita Ramirez Vidal,19.12,23,Medicina,2018,Bajo
81286452,Cristian Cabeza Guillén,17.27,170,Ciencias,2020,Medio
81006809,Elodia Barros-Cerdán,14.63,69,Veterinaria,2022,Medio
48220597,Fidela Pacheco Esteve,12.67,140,Salud Pública,2018,Bajo
18736910,Modesto Vilar Bustos,18.25,44,Salud Pública,2019,Bajo
93937866,Imelda Prado Suárez,17.09,102,Psicología,2020,Bajo
40757116,Encarna Lucila Cuéllar Uriarte,15.82,178,Estomatología,2023,Bajo
89323835,Patricio Linares,18.25,176,Salud Pública,2018,Bajo
87676171,Vito Cuevas Moreno,16.9,35,Ciencias,2019,Medio
24711401,Luisina Ugarte Rodrigo,13.84,59,Medicina,2024,Medio
72727443,Emilia Barragán Acevedo,13.07,22,Ciencias,2020,Alto
19080952,Pelayo Adán Gomila,13.7,93,Psicología,2019,Alto
97367300,Agustina Fabra Bermudez,16.2,167,Salud Pública,2019,Medio
19989312,Edelmira Tena Saavedra,14.77,48,Veterinaria,2018,Bajo
80841664,Rolando Bernad Santana,13.72,132,Veterinaria,2020,Medio
13773867,Tatiana Angélica Ribera Jaume,15.99,198,Salud Pública,2018,Bajo
39016105,Isa Valera Mateos,16.49,193,Ciencias,2018,Bajo
82292386,Adelardo Yuste Miranda,19.18,76,Veterinaria,2024,Alto
90922483,Celestino Madrigal Ureña,11.1,147,Estomatología,2019,Bajo
59333157,Javiera Teruel Águila,15.96,183,Ciencias,2018,Medio
44491874,Edu Llabrés Ros,18.74,80,Ciencias,2022,Medio
91650386,Olalla Anguita,11.64,107,Medicina,2018,Medio
77196729,Amílcar Montenegro Cruz,17.13,60,Veterinaria,2020,Alto
25805386,Valero Cuenca Barba,14.06,63,Medicina,2021,Bajo
98021809,Adelina Barranco-Roma,13.83,129,Ciencias,2023,Bajo
59696741,Ildefonso Cervera Blasco,12.32,48,Veterinaria,2020,Bajo
73172610,Amalia Arroyo-Galiano,17.43,117,Psicología,2023,Alto
28478097,Florinda Cándida Gracia Collado,16.28,26,Estomatología,2024,Medio
31823989,Rosa Alejandra Pedrero Gomis,17.38,118,Ciencias,2019,Bajo
79183442,Dani Diez Palau,11.19,186,Estomatología,2023,Alto
73830922,Yésica Osuna Rojas,19.03,80,Estomatología,2018,Medio
98844024,Valerio Jordán,15.98,134,Psicología,2024,Alto
53642067,Jonatan Doménech,16.86,55,Veterinaria,2023,Medio
21279374,Efraín Daza Valera,19.85,179,Ciencias,2018,Alto
54232910,José María Páez-Landa,11.61,131,Veterinaria,2020,Medio
46178231,Fanny Torrens-Armengol,18.77,120,Estomatología,2018,Medio
51803240,Benita Fuster-Villanueva,11.04,76,Estomatología,2022,Alto
40128400,Jose Angel Viana Cañellas,12.31,161,Estomatología,2021,Medio
44749798,Mercedes Tudela Ángel,13.1,189,Ciencias,2023,Medio
81565513,Albert Almagro Frutos,19.76,155,Estomatología,2023,Alto
30667964,Amelia Carrillo,14.28,147,Veterinaria,2020,Alto
70229657,Sebastian Guzman-Quintero,13.33,111,Medicina,2020,Medio
65366876,Reinaldo Campo,14.88,96,Ciencias,2019,Bajo
22840344,Severo Taboada Pont,16.52,129,Estomatología,2024,Bajo
28038503,Azucena Soriano Escobar,14.14,106,Salud Pública,2021,Medio
28786510,Almudena Burgos Canals,17.06,26,Estomatología,2019,Alto
81991738,Teodora Vazquez Beltrán,15.99,108,Psicología,2023,Medio
39369756,Amalia Roma Canales,14.3,132,Medicina,2023,Bajo
34021970,Jose Manuel Carbonell Conesa,15.64,63,Ciencias,2024,Medio
65929129,Gloria Reyna Tejada Lluch,17.84,189,Psicología,2018,Alto
69979853,Violeta Valero,12.96,72,Ciencias,2023,Bajo
61962931,Lilia del Barrera,18.19,167,Ciencias,2022,Bajo
13913668,Regina Rosalinda Cámara Díez,12.68,162,Medicina,2018,Medio
70416800,Emigdio Zamora Carrasco,18.73,21,Salud Pública,2024,Medio
27325223,Lina de Roura,17.34,59,Medicina,2019,Alto
47311815,Nazaret Ledesma Segovia,18.61,163,Ciencias,2019,Medio
77384690,Tatiana Bartolomé Orozco,11.0,158,Ciencias,2018,Bajo
94278508,Julián Madrigal,13.36,115,Psicología,2021,Alto
22895440,Ariel Olmo Mayo,14.45,179,Veterinaria,2019,Medio
86698410,Cristóbal del Gisbert,11.87,167,Veterinaria,2022,Bajo
59809346,José Manuel Juárez Ballesteros,11.98,125,Salud Pública,2020,Medio
12064494,Judith Pulido Santamaria,15.91,124,Salud Pública,2018,Bajo
33471947,Irma del Acevedo,12.81,101,Veterinaria,2021,Alto
35626382,Aitana del Somoza,17.6,161,Psicología,2021,Medio
22395298,Ruben Fernández-Seco,18.59,91,Ciencias,2023,Medio
76876471,Balduino Santana-Pereira,15.41,166,Psicología,2019,Alto
29379803,Reyes Toro,16.23,131,Veterinaria,2019,Alto
74690411,Carlos Valdés Molins,11.15,115,Medicina,2019,Bajo
10018429,Primitivo Dalmau Fábregas,18.06,158,Medicina,2019,Alto
21788291,Borja Coca Alfonso,13.44,184,Estomatología,2022,Medio
64154357,Jacinto Carranza Cuesta,11.22,131,Veterinaria,2019,Medio
55703519,Nydia Ángeles Borja Menéndez,16.76,66,Estomatología,2019,Alto
52310420,Amor Adán Morán,18.93,48,Estomatología,2022,Bajo
90238036,Rosalina Herranz Santamaria,11.83,32,Medicina,2024,Alto
84297588,Plinio Ale Gallego Figueras,19.43,60,Ciencias,2018,Alto
46831206,Benito Lillo Alcalde,15.57,21,Veterinaria,2021,Medio
79497625,Gerónimo Báez,12.59,110,Psicología,2021,Alto
82739832,Clarisa Rueda Segarra,16.33,122,Salud Pública,2024,Alto
25415007,Gisela Manjón,17.37,63,Salud Pública,2022,Bajo
56289787,Blas Lope Prada Lucena,19.49,154,Veterinaria,2019,Medio
25019829,Vanesa Maura Posada Vallejo,15.11,32,Estomatología,2024,Bajo
17671814,Alicia Cerdá Tormo,17.82,110,Ciencias,2020,Bajo
38317228,Graciano Ayuso Carreño,12.38,48,Ciencias,2024,Bajo
97866829,Vidal Carrasco Balaguer,19.63,128,Estomatología,2023,Bajo
23526169,Victoria Morales Gil,11.7,107,Medicina,2018,Alto
51757577,Gisela Estefanía Blazquez Antúnez,15.65,137,Salud Pública,2021,Bajo
44289669,Juan Carlos Conesa Ortuño,18.47,89,Salud Pública,2018,Alto
54268452,Anabel Casanovas Ramos,15.14,114,Psicología,2022,Alto
98609455,Emperatriz Fonseca Pujol,13.48,66,Medicina,2021,Alto
70195293,Filomena Barceló Casals,13.44,164,Psicología,2020,Bajo
35750334,Manu Lloret,11.14,159,Veterinaria,2023,Medio
89230660,Isidoro Vergara,19.8,63,Ciencias,2023,Alto
79441897,Pablo Jaume-Buendía,19.35,127,Estomatología,2019,Alto
75141546,Juan Bautista del Marqués,11.04,25,Veterinaria,2022,Bajo
80300591,Chuy Prieto,13.12,127,Veterinaria,2020,Medio
72138586,Leandro Plana Castro,19.73,76,Veterinaria,2024,Alto
91602766,Prudencia Palomino-Guardiola,15.02,28,Estomatología,2024,Medio
83132974,Ambrosio Serna Morillo,18.07,129,Salud Pública,2022,Bajo
92876610,Tamara Torre Salom,14.82,44,Ciencias,2023,Medio
26398094,Yago Morcillo Aroca,15.65,44,Psicología,2020,Bajo
16995561,Armida Merino Bertrán,19.67,118,Veterinaria,2022,Alto
14372264,Pía Ferreras Aragón,13.18,102,Ciencias,2019,Medio
29167032,África Abad-Menéndez,17.27,22,Estomatología,2022,Medio
35186423,Leocadio Ibáñez Bru,11.78,198,Veterinaria,2022,Bajo
27552708,Rosalía Almeida-Pascual,18.53,146,Medicina,2018,Alto
31001302,Susanita Gutierrez Tejera,15.7,121,Estomatología,2023,Alto
44085525,Miguela Beltran Pino,12.32,26,Medicina,2023,Bajo
79303342,Gerardo Aguilera Jurado,14.67,196,Veterinaria,2024,Alto
97171739,Reynaldo Isaac Morán Baena,12.34,140,Medicina,2018,Bajo
91178457,Merche Montesinos,13.96,56,Psicología,2023,Medio
15040908,Nacio Abraham Pou Romero,13.32,104,Estomatología,2020,Medio
37869913,Amarilis Herranz Elorza,14.2,178,Veterinaria,2020,Alto
28961365,Ale Escudero Barreda,11.9,48,Psicología,2018,Medio
29814154,Goyo Teruel Rovira,16.66,118,Veterinaria,2024,Bajo
31338857,Pepito Rodrigo Armas,13.48,99,Psicología,2019,Bajo
51644767,Alfredo Rivera,19.81,112,Veterinaria,2022,Medio
63592934,Rolando Roura Cañellas,12.55,75,Estomatología,2019,Medio
64749808,Yaiza María Gonzalez Villegas,16.57,44,Psicología,2020,Alto
41809839,Leire Milla Domingo,14.5,67,Estomatología,2020,Alto
47015374,Graciana Espejo,15.16,113,Ciencias,2018,Medio
49176107,Miriam Gallo-Losa,12.92,27,Ciencias,2018,Bajo
46408203,Anselmo Caballero Amo,14.03,95,Psicología,2023,Alto
15573751,Celestino Urrutia Cuenca,11.48,70,Veterinaria,2019,Medio
11271980,Pánfilo Raúl Almeida Poza,17.6,29,Veterinaria,2021,Medio
70946313,Tristán de Clemente,17.62,24,Ciencias,2020,Alto
41826625,Gustavo Ballester Miranda,18.9,71,Medicina,2022,Bajo
66047191,Teo Montaña-Gomez,17.71,98,Estomatología,2024,Bajo
32890512,Débora Zaragoza Girón,17.12,127,Salud Pública,2018,Alto
47684981,Aránzazu Reguera Antón,14.75,77,Salud Pública,2023,Bajo
74716849,Nerea Escrivá Varela,12.59,177,Medicina,2018,Alto
54651817,Verónica Arnaiz-Dalmau,13.19,61,Salud Pública,2020,Alto
28310895,Luis Ángel Palau Blanca,15.04,133,Estomatología,2024,Alto
60964781,Iris Pol Sacristán,17.87,34,Estomatología,2023,Medio
16169502,Nazaret Cámara Núñez,13.66,90,Estomatología,2024,Alto
78555329,Plácido Carvajal-Novoa,15.09,142,Psicología,2018,Medio
30660816,Gabino de Baena,15.93,166,Ciencias,2022,Bajo
82496532,Porfirio Bartolomé Prada,19.88,90,Medicina,2021,Bajo
58032080,Bernabé Peralta Casas,16.55,176,Estomatología,2022,Alto
41441257,Timoteo Barreda-Ayllón,15.17,137,Salud Pública,2021,Medio
36563031,Paulina Saavedra,19.46,80,Medicina,2021,Medio
80538636,Leoncio del Noguera,18.73,168,Salud Pública,2021,Bajo
39138191,Félix Pavón Catalán,15.13,79,Medicina,2019,Alto
78472667,Maxi Zurita Bellido,11.65,91,Salud Pública,2023,Bajo
48770433,Adelia Llorens Paz,19.69,48,Ciencias,2023,Alto
95593011,Lupe de Ribes,16.91,170,Salud Pública,2022,Medio
24543180,Asdrubal del Girona,17.29,107,Salud Pública,2022,Alto
86155228,Marc Ribera Perea,13.94,47,Ciencias,2018,Alto
40188086,Antonia Puig Novoa,12.36,178,Psicología,2023,Bajo
24266032,Javier Agustí Torres,18.05,175,Medicina,2018,Alto
93632971,Carmelita Heras Tirado,12.51,156,Salud Pública,2021,Alto
13342928,Clementina Aguilar Jáuregui,12.05,117,Medicina,2021,Medio
93758582,Natalio del Martínez,13.46,60,Estomatología,2024,Bajo
39129780,Lorena de Rodríguez,13.06,51,Ciencias,2022,Medio
78491008,Juana Aller,11.34,36,Salud Pública,2020,Bajo
36064106,Fabio Criado Uribe,15.93,114,Ciencias,2022,Bajo
56367187,Pastora Tomás Contreras,19.58,166,Estomatología,2019,Bajo
26757203,Amaro Artigas,13.11,29,Psicología,2022,Bajo
81051024,Miguela Miró Manzano,14.75,96,Estomatología,2021,Bajo
73581423,Dionisio Solsona-Román,17.08,193,Veterinaria,2019,Bajo
35507816,Laura Porcel Segura,15.25,175,Veterinaria,2018,Medio
68434329,Albano Osuna Bayón,12.72,195,Psicología,2021,Alto
97079189,Teresita de Cuevas,12.49,30,Psicología,2022,Medio
56666014,Raimundo Edmundo Pons Guillén,13.95,49,Veterinaria,2020,Alto
11108839,Virginia Diego Blasco,11.17,91,Veterinaria,2022,Bajo
29020663,Flavia Bernad Arteaga,12.22,169,Estomatología,2022,Medio
48746033,Rosalinda Romero Rosado,11.11,196,Salud Pública,2023,Alto
14399976,Chucho Domingo Villaverde,17.65,116,Estomatología,2020,Medio
40539515,Edelmira Barrera Morán,14.84,167,Medicina,2022,Medio
99363183,Blas Lucena Miguel,17.7,188,Medicina,2019,Alto
90463891,Joaquina Magdalena Cordero Pedrero,17.42,27,Salud Pública,2023,Alto
81292537,Juan Torrijos,14.22,57,Psicología,2024,Medio
62942368,Fortunata Otero Osuna,14.38,103,Estomatología,2019,Alto
78042549,Manuel Severino Rebollo Sarabia,12.15,46,Salud Pública,2024,Bajo
98120123,Carlito Segura Anglada,14.43,163,Ciencias,2021,Alto
95808242,Severiano Becerra Maldonado,15.48,199,Salud Pública,2019,Medio
77043246,Tiburcio Madrigal Jordá,14.98,57,Medicina,2020,Bajo
46775745,Lucio Torre,17.74,148,Medicina,2020,Medio
19163188,Laura Teresa Cerro Hoyos,14.4,58,Medicina,2018,Medio
19808234,Erasmo Muro Martín,19.72,131,Psicología,2020,Medio
39025919,Jonatan Exposito Bárcena,17.86,90,Medicina,2023,Alto
52850960,Ciríaco Fabregat Villalba,15.71,54,Veterinaria,2021,Bajo
21624498,Ulises Vidal Asenjo,11.82,121,Psicología,2020,Alto
57385437,José Manuel Marco-Diaz,15.94,193,Ciencias,2018,Medio
76466943,Amílcar Hernando Oliva,11.33,181,Veterinaria,2024,Medio
11924534,Rosalía Blanco Vallés,11.85,168,Ciencias,2021,Medio
21509109,Fortunato Sans,16.74,130,Medicina,2018,Alto
66399863,Feliciano Borja,19.33,31,Psicología,2022,Alto
92818799,Viviana Francisco Coca,11.93,65,Veterinaria,2021,Bajo
22997616,Amancio Casas Pinto,19.28,182,Psicología,2023,Medio
21073016,Nazario Cisneros Quintero,13.01,198,Veterinaria,2022,Alto
69412900,Obdulia Ruano Ricart,19.68,69,Psicología,2020,Alto
50417880,Nuria Cortes,13.94,42,Ciencias,2024,Medio
55480132,Elvira Esteban,18.11,181,Psicología,2022,Alto
41714632,Diego Moreno Corral Azorin,12.56,27,Veterinaria,2018,Medio
87090506,Severino Hoz-Benítez,16.56,83,Ciencias,2021,Medio
59599433,Encarnita del Cañellas,16.37,80,Estomatología,2021,Alto
79388461,Marcela Salinas Llano,19.22,144,Ciencias,2024,Bajo
64531156,Reyes Martirio Fuster Escamilla,17.29,45,Medicina,2021,Alto
53640104,Marcial Palomino Bravo,16.01,180,Psicología,2023,Bajo
46980156,María Dolores Exposito Cuenca,17.53,139,Salud Pública,2021,Alto
79483251,Carmela Palma,14.26,105,Ciencias,2024,Alto
56221096,Jose Manuel Soria Salom,12.76,173,Medicina,2019,Alto
11801395,Albino de Palmer,11.47,147,Psicología,2022,Alto
29399437,Remigio Baeza Sosa,19.23,183,Estomatología,2020,Medio
85736214,Celestina Carmelita Alarcón Soto,19.36,178,Estomatología,2021,Medio
31324386,Lupita Cazorla Esteban,18.07,44,Veterinaria,2023,Alto
84002851,Marciano Talavera Murillo,15.95,195,Ciencias,2018,Medio
73444469,Ligia Moliner Larrañaga,11.14,137,Medicina,2024,Alto
20720535,Inés Aguilar Fuentes,18.62,29,Estomatología,2023,Bajo
43153270,Silvestre de Lobo,15.77,38,Salud Pública,2019,Bajo
24145768,Gaspar Echevarría Marin,13.96,107,Estomatología,2022,Medio
26544322,Teófilo Agullo Ferrández,15.27,67,Medicina,2024,Bajo
92330909,Joaquina Mulet Bustamante,13.78,41,Estomatología,2024,Alto
87162783,Pascual Baquero Toro,19.73,24,Salud Pública,2023,Bajo
45973387,Juan Carlos Atienza Nicolau,16.1,106,Ciencias,2021,Medio
58409970,Jesusa del León,15.74,94,Ciencias,2020,Alto
59382733,Bernardita Castrillo Múñiz,13.48,42,Medicina,2019,Medio
75909339,Artemio Iborra Antúnez,14.19,138,Estomatología,2021,Bajo
17192600,Cesar Nevado Ferreras,19.62,82,Psicología,2024,Bajo
71217424,Marco de Jara,14.24,95,Ciencias,2021,Bajo
14689811,Saturnina Hernández Roda,16.25,115,Ciencias,2019,Alto
80642327,Fabián Reina López,17.2,192,Ciencias,2022,Medio
76962638,Telmo Piquer Ariza,12.4,170,Veterinaria,2020,Alto
79259686,Heraclio Roselló Sanchez,13.16,88,Veterinaria,2021,Bajo
86161358,Priscila Pombo Cervantes,12.1,138,Salud Pública,2019,Bajo
69037898,Enrique Manjón Valverde,11.42,67,Estomatología,2021,Bajo
59805170,Hugo Calderon Aguilera,17.3,69,Medicina,2018,Medio
78860676,Iker Jódar Gallardo,11.83,90,Estomatología,2018,Alto
24600684,Emiliano Riera-Tapia,11.27,63,Medicina,2020,Alto
72361465,Toribio Zacarías Arnaiz Alba,11.55,190,Ciencias,2021,Bajo
60020603,Noa Peiró Ramón,14.08,83,Estomatología,2021,Bajo
58067960,Manolo Álvaro Solano,18.41,75,Veterinaria,2022,Bajo
18124010,Epifanio Alonso-Paz,12.39,175,Medicina,2022,Medio
45693285,Adelaida Galán-Galindo,16.12,28,Veterinaria,2019,Bajo
45238183,Eligia Simó Diez,12.96,33,Medicina,2019,Medio
32750086,Noemí Arnal Batlle,19.8,130,Salud Pública,2022,Medio
12181518,Valentín Vicens López,17.2,172,Ciencias,2024,Alto
11330136,Luis Pazos Alcalá,11.87,113,Ciencias,2023,Bajo
72384521,Gisela Hervia,15.37,23,Veterinaria,2020,Alto
77765484,Piedad Román Viana,16.22,59,Psicología,2018,Alto
64788240,Elías Checa Portillo,18.18,132,Psicología,2024,Bajo
20980710,Leoncio Corral Acedo,15.62,56,Psicología,2020,Alto
59880979,Adela Vera Esparza,13.52,106,Psicología,2018,Medio
39763348,Tatiana Moll,11.97,190,Medicina,2018,Medio
37945624,Basilio del Tejero,13.42,192,Salud Pública,2021,Medio
22951865,Serafina Morante-Romeu,18.4,126,Ciencias,2020,Alto
62675421,Alonso Cerro Vives,19.34,179,Ciencias,2024,Medio
60570338,Natalio Berrocal-Esteve,16.83,27,Psicología,2023,Alto
25494364,Germán Cerro Yuste,11.6,105,Medicina,2018,Medio
60923625,Carlos Iriarte-Alcalde,16.34,124,Estomatología,2023,Bajo
83511956,Miguel Ángel de Téllez,11.0,69,Psicología,2024,Alto
98263445,Xavier Palau Salinas,11.27,99,Veterinaria,2018,Medio
97060727,Imelda Pulido-Rios,19.84,20,Estomatología,2024,Alto
94557386,Leocadia Madrid,19.17,145,Estomatología,2023,Medio
85541896,Fortunato Rosselló Villena,14.14,132,Ciencias,2018,Medio
98612547,Ana Belén Sanchez Grande,17.88,60,Veterinaria,2018,Alto
92684661,Ana Rosell Alvarado,14.82,117,Salud Pública,2024,Medio
49975968,Raúl Portillo Villalonga,13.06,123,Medicina,2022,Bajo
18152804,Octavio de Peñas,17.86,151,Estomatología,2021,Bajo
58452766,Celestina Pellicer Alcaraz,14.09,70,Medicina,2018,Bajo
10848473,Celso Parejo Diego,19.24,165,Salud Pública,2020,Medio
45982488,Ramona Rius Mariño,15.03,33,Psicología,2021,Bajo
26128967,Rosario Morante Salazar,15.21,66,Salud Pública,2019,Bajo
55409263,Ángela Bauzà Verdú,14.55,95,Salud Pública,2019,Alto
16956972,Iker Cepeda Ordóñez,16.08,62,Ciencias,2018,Medio
90710327,Paloma Jove-Calderón,13.07,137,Veterinaria,2022,Medio
18719255,Sabas Guerrero Pedro,13.14,159,Ciencias,2020,Alto
97885149,Édgar Vicens Manjón,14.59,182,Salud Pública,2020,Alto
60491949,Amor Blázquez Infante,12.35,155,Veterinaria,2020,Alto
91905659,Cándido Rincón Cantero,13.03,44,Estomatología,2019,Alto
90743589,Rufina Escribano Cuenca,13.01,50,Estomatología,2022,Medio
35703963,Fernando Rico Zaragoza,11.74,114,Estomatología,2023,Alto
18584235,Román Segura Escribano,19.71,189,Psicología,2023,Medio
20589055,Camila Alcázar-Lastra,17.51,139,Psicología,2018,Bajo
88686154,Bárbara Marisa Córdoba Bermejo,16.11,93,Estomatología,2020,Medio
60640743,Lupe Méndez-Quesada,19.59,173,Ciencias,2023,Bajo
98292147,Carmelo Oller-Sobrino,15.88,199,Estomatología,2024,Bajo
93663710,Sol Ramirez,17.15,77,Veterinaria,2018,Bajo
46203021,Ale Cantero Pedro,15.95,156,Estomatología,2022,Medio
29157508,Manolo Castelló Talavera,16.99,131,Psicología,2019,Alto
94199795,Maribel Corral Llabrés,15.92,117,Salud Pública,2024,Alto
47429631,Simón de Ureña,12.85,166,Ciencias,2020,Medio
11549155,Eli del Colom,16.69,185,Estomatología,2023,Medio
43040321,Elpidio Luz Torrents,16.9,127,Salud Pública,2022,Bajo
73261508,Gerardo del Rozas,18.55,153,Ciencias,2024,Alto
25863131,Rómulo Saura Segovia,15.5,44,Veterinaria,2019,Alto
62126489,Lino Verdejo,11.98,113,Ciencias,2019,Medio
36576703,Sandalio de Cerezo,19.86,121,Estomatología,2019,Medio
61177444,Néstor Campoy Cantón,11.26,92,Psicología,2019,Bajo
24722993,Florinda Pallarès Carreño,15.18,135,Salud Pública,2024,Medio
45005906,Anunciación Mir Estrada,19.64,200,Psicología,2018,Alto
75535686,Anastasio Cueto Verdejo,13.23,176,Veterinaria,2020,Bajo
94876696,Luz Gómez Viñas,14.24,96,Veterinaria,2020,Bajo
31741245,Eufemia Castañeda Moles,11.04,170,Veterinaria,2020,Bajo
46731596,Eli Daza Sedano,15.66,42,Medicina,2022,Bajo
16495701,Marina Anglada Barriga,11.32,193,Veterinaria,2019,Alto
20307496,Víctor Téllez Manrique,11.35,43,Medicina,2021,Bajo
97698456,María Ángeles Castejón Estrada,12.47,171,Psicología,2018,Alto
12727136,Cristian Arnaiz Soler,17.26,147,Ciencias,2019,Bajo
11697492,Ema Rosales Falcó,15.23,92,Medicina,2024,Bajo
59205801,Perla Trillo Melero,18.07,106,Estomatología,2022,Medio
24022290,Mayte Guzmán Mosquera,11.29,94,Estomatología,2019,Bajo
78082977,Cándido del Pla,19.58,187,Ciencias,2024,Bajo
65945005,Violeta Palacio Higueras,11.49,24,Veterinaria,2020,Bajo
65669322,Julián Olivé,16.39,101,Salud Pública,2019,Alto
74075383,Amaya Llabrés Roca,14.05,145,Psicología,2022,Alto
36401453,Sonia Sanz Correa,15.97,70,Estomatología,2024,Bajo
76712027,Morena Botella-Segura,16.6,196,Veterinaria,2023,Bajo
82244966,Noemí de Rivas,14.02,31,Estomatología,2024,Bajo
28616069,Eleuterio Salas Puga,14.96,54,Psicología,2023,Medio
18975249,Demetrio Asensio Sastre,12.39,169,Psicología,2023,Medio
55259366,Olga Ferreras Porcel,14.92,196,Ciencias,2021,Medio
96521062,Dominga del Manzano,15.32,170,Estomatología,2018,Medio
19957707,Reina de Arnaiz,18.1,147,Veterinaria,2021,Bajo
21011437,Tere Velasco Mateu,14.88,39,Psicología,2019,Bajo
64873707,Édgar Casado Cuenca,15.33,95,Ciencias,2024,Alto
43006156,Amalia Yáñez Ferrer,11.64,23,Veterinaria,2019,Alto
56006757,Jeremías Alcántara,19.53,108,Salud Pública,2019,Bajo
65336701,Ignacio Manzanares Sevillano,11.37,146,Estomatología,2022,Bajo
34130479,Íngrid Cabanillas,15.14,148,Ciencias,2022,Medio
20950202,Nando Cortes Camacho,18.95,49,Salud Pública,2019,Alto
66786465,Jordi Lledó Bermudez,16.83,164,Medicina,2022,Medio
75641926,Marcelino Cueto Montenegro,17.2,150,Medicina,2019,Alto
69647751,Eliana Goicoechea Perera,16.53,42,Salud Pública,2019,Alto
73393142,Nadia Torralba-Gelabert,18.5,73,Medicina,2018,Bajo
50315365,Trini Torrents Arregui,14.57,54,Salud Pública,2023,Bajo
75214275,Ruben Tena Ponce,18.47,99,Ciencias,2020,Medio
52182292,Álvaro Oliva Luján,11.14,105,Salud Pública,2022,Alto
97694681,Aitana Gibert Company,19.07,142,Psicología,2022,Alto
76692900,Toni Aragón-Bastida,12.04,121,Salud Pública,2024,Medio
64949680,Pastora Escobar-Comas,17.26,49,Medicina,2020,Alto
85448063,Olivia Rosenda Ortega Cabello,16.07,153,Estomatología,2018,Alto
77369377,África Manrique Sanz,15.05,130,Salud Pública,2024,Bajo
68917308,Guillermo Méndez Ferrer,16.69,72,Veterinaria,2022,Alto
72081820,Guillermo Anastasio Alba Azcona,13.67,21,Veterinaria,2019,Medio
57972636,Rosario Gimeno Cisneros,14.37,183,Veterinaria,2024,Bajo
79496280,Tere Fernández Lillo,17.47,59,Salud Pública,2018,Bajo
80428419,Mercedes Duarte-Pont,18.91,53,Estomatología,2020,Bajo
42098961,Caridad Lobo Bastida,18.41,183,Estomatología,2021,Alto
21117562,Marino Falcó Montero,18.25,189,Psicología,2023,Alto
23999634,Cecilio Fabián Valderrama Rosado,11.18,55,Estomatología,2020,Alto
91432537,José Ángel Valerio Pons Peralta,13.21,73,Medicina,2021,Alto
27038349,Juliana Garcés Domínguez,18.72,25,Ciencias,2024,Medio
18740802,Apolinar Castillo Campo,13.17,64,Salud Pública,2021,Alto
45102909,Eustaquio Batlle Manzanares,19.02,146,Psicología,2021,Bajo
89478785,Selena Constanza Porta Cabanillas,18.77,126,Ciencias,2021,Medio
25384792,Nuria Blanca Hernando Monreal,18.04,122,Psicología,2019,Bajo
81691460,Verónica Maestre Mascaró,16.75,42,Psicología,2019,Medio
29653008,Román Codina Aragonés,15.89,66,Veterinaria,2023,Medio
89509512,Gabriela Bonet-Galván,18.91,159,Medicina,2019,Alto
58120374,Lucía Rosado Aguado,15.06,22,Veterinaria,2023,Medio
10471387,Renata Gisbert Novoa,18.86,198,Psicología,2021,Alto
15714887,Patricia de Tejada,15.58,186,Ciencias,2023,Medio
59886047,Lucila Montero Briones,13.19,196,Veterinaria,2021,Alto
20393233,Roque Moreno-Saura,14.66,145,Ciencias,2022,Alto
79017317,Angelita Novoa,17.58,154,Psicología,2020,Medio
26796689,Dionisio Miranda Andrade,14.87,24,Estomatología,2020,Medio
79252401,Nicolás Salvà Prats,15.38,185,Ciencias,2022,Alto
30586080,Victor Casanovas-Lorenzo,17.9,157,Psicología,2022,Bajo
41631429,Dafne Alvarez-Perales,18.37,26,Estomatología,2023,Bajo
68589548,Adrián Marti Nogués,11.18,141,Psicología,2020,Bajo
91348567,Sergio Soto Verdugo,13.07,161,Veterinaria,2021,Medio
24512073,Raúl Jeremías Espada Dominguez,19.68,69,Psicología,2021,Alto
